CD_REFNIS,CD_SEX,CD_AGEGROUP,DT_DATE,NR_YEAR,MS_NUM_DEATH
3000,2,85+,2017-10-01,2017,24
3000,2,85+,2018-10-01,2018,23
3000,2,85+,2019-10-01,2019,29
4000,1,0-24,2012-10-01,2012,1
4000,1,0-24,2014-10-01,2014,1
4000,1,25-44,2009-10-01,2009,1
4000,1,25-44,2010-10-01,2010,2
4000,1,25-44,2012-10-01,2012,1
4000,1,25-44,2015-10-01,2015,1
4000,1,45-64,2009-10-01,2009,2
4000,1,45-64,2010-10-01,2010,4
4000,1,45-64,2011-10-01,2011,4
4000,1,45-64,2012-10-01,2012,2
4000,1,45-64,2013-10-01,2013,1
4000,1,45-64,2014-10-01,2014,3
4000,1,45-64,2015-10-01,2015,4
4000,1,45-64,2016-10-01,2016,1
4000,1,45-64,2017-10-01,2017,2
4000,1,45-64,2018-10-01,2018,4
4000,1,45-64,2019-10-01,2019,2
4000,1,65-74,2009-10-01,2009,1
4000,1,65-74,2010-10-01,2010,3
4000,1,65-74,2011-10-01,2011,3
4000,1,65-74,2012-10-01,2012,1
4000,1,65-74,2013-10-01,2013,4
4000,1,65-74,2014-10-01,2014,2
4000,1,65-74,2015-10-01,2015,3
4000,1,65-74,2016-10-01,2016,2
4000,1,65-74,2017-10-01,2017,2
4000,1,65-74,2018-10-01,2018,2
4000,1,65-74,2019-10-01,2019,2
4000,1,75-84,2009-10-01,2009,5
4000,1,75-84,2010-10-01,2010,3
4000,1,75-84,2011-10-01,2011,6
4000,1,75-84,2012-10-01,2012,8
4000,1,75-84,2013-10-01,2013,2
4000,1,75-84,2014-10-01,2014,1
4000,1,75-84,2015-10-01,2015,4
4000,1,75-84,2016-10-01,2016,4
4000,1,75-84,2017-10-01,2017,3
4000,1,75-84,2018-10-01,2018,3
4000,1,75-84,2019-10-01,2019,5
4000,1,85+,2009-10-01,2009,4
4000,1,85+,2010-10-01,2010,1
4000,1,85+,2011-10-01,2011,5
4000,1,85+,2012-10-01,2012,5
4000,1,85+,2014-10-01,2014,2
4000,1,85+,2016-10-01,2016,3
4000,1,85+,2017-10-01,2017,5
4000,1,85+,2018-10-01,2018,2
4000,1,85+,2019-10-01,2019,5
4000,2,0-24,2013-10-01,2013,1
4000,2,0-24,2019-10-01,2019,1
4000,2,25-44,2013-10-01,2013,1
4000,2,25-44,2019-10-01,2019,1
4000,2,45-64,2010-10-01,2010,2
4000,2,45-64,2013-10-01,2013,1
4000,2,45-64,2015-10-01,2015,1
4000,2,45-64,2017-10-01,2017,1
4000,2,45-64,2018-10-01,2018,1
4000,2,45-64,2019-10-01,2019,1
4000,2,65-74,2009-10-01,2009,1
4000,2,65-74,2010-10-01,2010,1
4000,2,65-74,2011-10-01,2011,1
4000,2,65-74,2012-10-01,2012,3
4000,2,65-74,2013-10-01,2013,2
4000,2,65-74,2014-10-01,2014,1
4000,2,65-74,2015-10-01,2015,4
4000,2,65-74,2016-10-01,2016,1
4000,2,65-74,2017-10-01,2017,3
4000,2,65-74,2018-10-01,2018,1
4000,2,65-74,2019-10-01,2019,2
4000,2,75-84,2009-10-01,2009,5
4000,2,75-84,2010-10-01,2010,3
4000,2,75-84,2011-10-01,2011,7
4000,2,75-84,2012-10-01,2012,3
4000,2,75-84,2013-10-01,2013,3
4000,2,75-84,2014-10-01,2014,3
4000,2,75-84,2015-10-01,2015,2
4000,2,75-84,2016-10-01,2016,3
4000,2,75-84,2017-10-01,2017,2
4000,2,75-84,2018-10-01,2018,2
4000,2,75-84,2019-10-01,2019,6
4000,2,85+,2009-10-01,2009,8
4000,2,85+,2010-10-01,2010,6
4000,2,85+,2011-10-01,2011,10
4000,2,85+,2012-10-01,2012,5
4000,2,85+,2013-10-01,2013,7
4000,2,85+,2014-10-01,2014,9
4000,2,85+,2015-10-01,2015,10
4000,2,85+,2016-10-01,2016,5
4000,2,85+,2017-10-01,2017,4
4000,2,85+,2018-10-01,2018,5
4000,2,85+,2019-10-01,2019,9
2000,1,0-24,2010-10-02,2010,2
2000,1,0-24,2011-10-02,2011,1
2000,1,0-24,2012-10-02,2012,3
2000,1,0-24,2014-10-02,2014,2
2000,1,0-24,2016-10-02,2016,1
2000,1,25-44,2009-10-02,2009,1
2000,1,25-44,2010-10-02,2010,2
2000,1,25-44,2011-10-02,2011,1
2000,1,25-44,2013-10-02,2013,1
2000,1,25-44,2015-10-02,2015,4
2000,1,25-44,2016-10-02,2016,1
2000,1,25-44,2017-10-02,2017,1
2000,1,25-44,2018-10-02,2018,2
2000,1,25-44,2019-10-02,2019,1
2000,1,45-64,2009-10-02,2009,11
2000,1,45-64,2010-10-02,2010,15
2000,1,45-64,2011-10-02,2011,10
2000,1,45-64,2012-10-02,2012,10
2000,1,45-64,2013-10-02,2013,15
2000,1,45-64,2014-10-02,2014,12
2000,1,45-64,2015-10-02,2015,16
2000,1,45-64,2016-10-02,2016,13
2000,1,45-64,2017-10-02,2017,7
2000,1,45-64,2018-10-02,2018,20
2000,1,45-64,2019-10-02,2019,7
2000,1,65-74,2009-10-02,2009,17
2000,1,65-74,2010-10-02,2010,13
2000,1,65-74,2011-10-02,2011,10
2000,1,65-74,2012-10-02,2012,8
2000,1,65-74,2013-10-02,2013,16
2000,1,65-74,2014-10-02,2014,17
2000,1,65-74,2015-10-02,2015,9
2000,1,65-74,2016-10-02,2016,9
2000,1,65-74,2017-10-02,2017,20
2000,1,65-74,2018-10-02,2018,15
2000,1,65-74,2019-10-02,2019,14
2000,1,75-84,2009-10-02,2009,31
2000,1,75-84,2010-10-02,2010,27
2000,1,75-84,2011-10-02,2011,27
2000,1,75-84,2012-10-02,2012,33
2000,1,75-84,2013-10-02,2013,30
2000,1,75-84,2014-10-02,2014,18
2000,1,75-84,2015-10-02,2015,30
2000,1,75-84,2016-10-02,2016,20
2000,1,75-84,2017-10-02,2017,23
2000,1,75-84,2018-10-02,2018,19
2000,1,75-84,2019-10-02,2019,23
2000,1,85+,2009-10-02,2009,11
2000,1,85+,2010-10-02,2010,22
2000,1,85+,2011-10-02,2011,16
2000,1,85+,2012-10-02,2012,33
2000,1,85+,2013-10-02,2013,19
2000,1,85+,2014-10-02,2014,20
2000,1,85+,2015-10-02,2015,20
2000,1,85+,2016-10-02,2016,27
2000,1,85+,2017-10-02,2017,16
2000,1,85+,2018-10-02,2018,32
2000,1,85+,2019-10-02,2019,28
2000,2,0-24,2009-10-02,2009,1
2000,2,0-24,2010-10-02,2010,1
2000,2,0-24,2011-10-02,2011,2
2000,2,0-24,2015-10-02,2015,2
2000,2,0-24,2016-10-02,2016,1
2000,2,0-24,2017-10-02,2017,1
2000,2,0-24,2019-10-02,2019,1
2000,2,25-44,2009-10-02,2009,1
2000,2,25-44,2010-10-02,2010,1
2000,2,25-44,2012-10-02,2012,2
2000,2,25-44,2013-10-02,2013,1
2000,2,25-44,2014-10-02,2014,2
2000,2,25-44,2015-10-02,2015,1
2000,2,25-44,2017-10-02,2017,1
2000,2,25-44,2018-10-02,2018,1
2000,2,25-44,2019-10-02,2019,1
2000,2,45-64,2009-10-02,2009,7
2000,2,45-64,2010-10-02,2010,5
2000,2,45-64,2011-10-02,2011,4
2000,2,45-64,2012-10-02,2012,9
2000,2,45-64,2013-10-02,2013,4
2000,2,45-64,2014-10-02,2014,9
2000,2,45-64,2015-10-02,2015,6
2000,2,45-64,2016-10-02,2016,4
2000,2,45-64,2017-10-02,2017,9
2000,2,45-64,2018-10-02,2018,5
2000,2,45-64,2019-10-02,2019,14
2000,2,65-74,2009-10-02,2009,6
2000,2,65-74,2010-10-02,2010,9
2000,2,65-74,2011-10-02,2011,6
2000,2,65-74,2012-10-02,2012,7
2000,2,65-74,2013-10-02,2013,7
2000,2,65-74,2014-10-02,2014,3
2000,2,65-74,2015-10-02,2015,5
2000,2,65-74,2016-10-02,2016,7
2000,2,65-74,2017-10-02,2017,10
2000,2,65-74,2018-10-02,2018,11
2000,2,65-74,2019-10-02,2019,15
2000,2,75-84,2009-10-02,2009,20
2000,2,75-84,2010-10-02,2010,14
2000,2,75-84,2011-10-02,2011,15
2000,2,75-84,2012-10-02,2012,25
2000,2,75-84,2013-10-02,2013,18
2000,2,75-84,2014-10-02,2014,22
2000,2,75-84,2015-10-02,2015,16
2000,2,75-84,2016-10-02,2016,20
2000,2,75-84,2017-10-02,2017,31
2000,2,75-84,2018-10-02,2018,18
2000,2,75-84,2019-10-02,2019,20
2000,2,85+,2009-10-02,2009,33
2000,2,85+,2010-10-02,2010,38
2000,2,85+,2011-10-02,2011,40
2000,2,85+,2012-10-02,2012,48
2000,2,85+,2013-10-02,2013,27
2000,2,85+,2014-10-02,2014,33
2000,2,85+,2015-10-02,2015,34
2000,2,85+,2016-10-02,2016,38
2000,2,85+,2017-10-02,2017,40
2000,2,85+,2018-10-02,2018,56
2000,2,85+,2019-10-02,2019,55
3000,1,0-24,2011-10-02,2011,2
3000,1,0-24,2012-10-02,2012,1
3000,1,0-24,2013-10-02,2013,1
3000,1,0-24,2014-10-02,2014,1
3000,1,0-24,2015-10-02,2015,1
3000,1,0-24,2017-10-02,2017,1
3000,1,0-24,2019-10-02,2019,1
3000,1,25-44,2009-10-02,2009,3
3000,1,25-44,2010-10-02,2010,2
3000,1,25-44,2011-10-02,2011,1
3000,1,25-44,2012-10-02,2012,2
3000,1,25-44,2013-10-02,2013,1
3000,1,25-44,2014-10-02,2014,1
3000,1,25-44,2015-10-02,2015,1
3000,1,25-44,2017-10-02,2017,5
3000,1,25-44,2018-10-02,2018,1
3000,1,25-44,2019-10-02,2019,2
3000,1,45-64,2009-10-02,2009,12
3000,1,45-64,2010-10-02,2010,15
3000,1,45-64,2011-10-02,2011,13
3000,1,45-64,2012-10-02,2012,6
3000,1,45-64,2013-10-02,2013,11
3000,1,45-64,2014-10-02,2014,5
3000,1,45-64,2015-10-02,2015,10
3000,1,45-64,2016-10-02,2016,13
3000,1,45-64,2017-10-02,2017,9
3000,1,45-64,2018-10-02,2018,10
3000,1,45-64,2019-10-02,2019,7
3000,1,65-74,2009-10-02,2009,7
3000,1,65-74,2010-10-02,2010,16
3000,1,65-74,2011-10-02,2011,6
3000,1,65-74,2012-10-02,2012,11
3000,1,65-74,2013-10-02,2013,10
3000,1,65-74,2014-10-02,2014,11
3000,1,65-74,2015-10-02,2015,8
3000,1,65-74,2016-10-02,2016,6
3000,1,65-74,2017-10-02,2017,13
3000,1,65-74,2018-10-02,2018,6
3000,1,65-74,2019-10-02,2019,9
3000,1,75-84,2009-10-02,2009,22
3000,1,75-84,2010-10-02,2010,21
3000,1,75-84,2011-10-02,2011,11
3000,1,75-84,2012-10-02,2012,15
3000,1,75-84,2013-10-02,2013,11
3000,1,75-84,2014-10-02,2014,20
3000,1,75-84,2015-10-02,2015,17
3000,1,75-84,2016-10-02,2016,10
3000,1,75-84,2017-10-02,2017,14
3000,1,75-84,2018-10-02,2018,9
3000,1,75-84,2019-10-02,2019,10
3000,1,85+,2009-10-02,2009,8
3000,1,85+,2010-10-02,2010,13
3000,1,85+,2011-10-02,2011,10
3000,1,85+,2012-10-02,2012,7
3000,1,85+,2013-10-02,2013,18
3000,1,85+,2014-10-02,2014,10
3000,1,85+,2015-10-02,2015,14
3000,1,85+,2016-10-02,2016,16
3000,1,85+,2017-10-02,2017,13
3000,1,85+,2018-10-02,2018,11
3000,1,85+,2019-10-02,2019,15
3000,2,0-24,2009-10-02,2009,1
3000,2,0-24,2011-10-02,2011,1
3000,2,0-24,2012-10-02,2012,1
3000,2,0-24,2015-10-02,2015,1
3000,2,0-24,2019-10-02,2019,1
3000,2,25-44,2009-10-02,2009,1
3000,2,25-44,2010-10-02,2010,2
3000,2,25-44,2013-10-02,2013,1
3000,2,25-44,2014-10-02,2014,5
3000,2,25-44,2015-10-02,2015,2
3000,2,25-44,2016-10-02,2016,2
3000,2,25-44,2019-10-02,2019,2
3000,2,45-64,2009-10-02,2009,5
3000,2,45-64,2010-10-02,2010,4
3000,2,45-64,2011-10-02,2011,5
3000,2,45-64,2012-10-02,2012,7
3000,2,45-64,2013-10-02,2013,9
3000,2,45-64,2014-10-02,2014,7
3000,2,45-64,2015-10-02,2015,3
3000,2,45-64,2016-10-02,2016,5
3000,2,45-64,2017-10-02,2017,6
3000,2,45-64,2018-10-02,2018,5
3000,2,45-64,2019-10-02,2019,7
3000,2,65-74,2009-10-02,2009,4
3000,2,65-74,2010-10-02,2010,3
3000,2,65-74,2011-10-02,2011,4
3000,2,65-74,2012-10-02,2012,7
3000,2,65-74,2013-10-02,2013,6
3000,2,65-74,2014-10-02,2014,5
3000,2,65-74,2015-10-02,2015,5
3000,2,65-74,2016-10-02,2016,2
3000,2,65-74,2017-10-02,2017,6
3000,2,65-74,2018-10-02,2018,12
3000,2,65-74,2019-10-02,2019,4
3000,2,75-84,2009-10-02,2009,17
3000,2,75-84,2010-10-02,2010,16
3000,2,75-84,2011-10-02,2011,9
3000,2,75-84,2012-10-02,2012,22
3000,2,75-84,2013-10-02,2013,9
3000,2,75-84,2014-10-02,2014,14
3000,2,75-84,2015-10-02,2015,17
3000,2,75-84,2016-10-02,2016,12
3000,2,75-84,2017-10-02,2017,13
3000,2,75-84,2018-10-02,2018,9
3000,2,75-84,2019-10-02,2019,10
3000,2,85+,2009-10-02,2009,20
3000,2,85+,2010-10-02,2010,22
3000,2,85+,2011-10-02,2011,23
3000,2,85+,2012-10-02,2012,21
3000,2,85+,2013-10-02,2013,17
3000,2,85+,2014-10-02,2014,21
3000,2,85+,2015-10-02,2015,19
3000,2,85+,2016-10-02,2016,26
3000,2,85+,2017-10-02,2017,28
3000,2,85+,2018-10-02,2018,27
3000,2,85+,2019-10-02,2019,26
4000,1,0-24,2017-10-02,2017,1
4000,1,0-24,2018-10-02,2018,1
4000,1,25-44,2013-10-02,2013,1
4000,1,25-44,2015-10-02,2015,2
4000,1,45-64,2009-10-02,2009,2
4000,1,45-64,2010-10-02,2010,3
4000,1,45-64,2011-10-02,2011,4
4000,1,45-64,2013-10-02,2013,4
4000,1,45-64,2014-10-02,2014,4
4000,1,45-64,2015-10-02,2015,1
4000,1,45-64,2017-10-02,2017,1
4000,1,45-64,2018-10-02,2018,1
4000,1,45-64,2019-10-02,2019,1
4000,1,65-74,2009-10-02,2009,1
4000,1,65-74,2010-10-02,2010,1
4000,1,65-74,2011-10-02,2011,3
4000,1,65-74,2012-10-02,2012,3
4000,1,65-74,2013-10-02,2013,3
4000,1,65-74,2015-10-02,2015,2
4000,1,65-74,2016-10-02,2016,2
4000,1,65-74,2017-10-02,2017,2
4000,1,65-74,2018-10-02,2018,5
4000,1,75-84,2009-10-02,2009,5
4000,1,75-84,2010-10-02,2010,3
4000,1,75-84,2011-10-02,2011,2
4000,1,75-84,2012-10-02,2012,4
4000,1,75-84,2013-10-02,2013,3
4000,1,75-84,2014-10-02,2014,4
4000,1,75-84,2015-10-02,2015,6
4000,1,75-84,2016-10-02,2016,1
4000,1,75-84,2017-10-02,2017,3
4000,1,75-84,2018-10-02,2018,1
4000,1,75-84,2019-10-02,2019,2
4000,1,85+,2009-10-02,2009,7
4000,1,85+,2010-10-02,2010,4
4000,1,85+,2011-10-02,2011,3
4000,1,85+,2012-10-02,2012,2
4000,1,85+,2013-10-02,2013,2
4000,1,85+,2014-10-02,2014,6
4000,1,85+,2015-10-02,2015,9
4000,1,85+,2016-10-02,2016,7
4000,1,85+,2017-10-02,2017,4
4000,1,85+,2018-10-02,2018,3
4000,1,85+,2019-10-02,2019,5
4000,2,0-24,2017-10-02,2017,1
4000,2,25-44,2010-10-02,2010,2
4000,2,25-44,2011-10-02,2011,1
4000,2,25-44,2012-10-02,2012,1
4000,2,25-44,2017-10-02,2017,1
4000,2,45-64,2009-10-02,2009,2
4000,2,45-64,2010-10-02,2010,2
4000,2,45-64,2011-10-02,2011,1
4000,2,45-64,2012-10-02,2012,4
4000,2,45-64,2013-10-02,2013,1
4000,2,45-64,2014-10-02,2014,3
4000,2,45-64,2015-10-02,2015,1
4000,2,65-74,2009-10-02,2009,1
4000,2,65-74,2010-10-02,2010,1
4000,2,65-74,2011-10-02,2011,1
4000,2,65-74,2012-10-02,2012,1
4000,2,65-74,2013-10-02,2013,3
4000,2,65-74,2014-10-02,2014,1
4000,2,65-74,2015-10-02,2015,1
4000,2,65-74,2017-10-02,2017,2
4000,2,65-74,2018-10-02,2018,1
4000,2,65-74,2019-10-02,2019,2
4000,2,75-84,2009-10-02,2009,4
4000,2,75-84,2011-10-02,2011,7
4000,2,75-84,2012-10-02,2012,6
4000,2,75-84,2013-10-02,2013,6
4000,2,75-84,2014-10-02,2014,4
4000,2,75-84,2015-10-02,2015,3
4000,2,75-84,2016-10-02,2016,3
4000,2,75-84,2017-10-02,2017,3
4000,2,75-84,2018-10-02,2018,5
4000,2,75-84,2019-10-02,2019,2
4000,2,85+,2009-10-02,2009,6
4000,2,85+,2010-10-02,2010,2
4000,2,85+,2011-10-02,2011,7
4000,2,85+,2012-10-02,2012,9
4000,2,85+,2013-10-02,2013,8
4000,2,85+,2014-10-02,2014,11
4000,2,85+,2015-10-02,2015,7
4000,2,85+,2017-10-02,2017,8
4000,2,85+,2018-10-02,2018,2
4000,2,85+,2019-10-02,2019,4
2000,1,0-24,2009-10-03,2009,1
2000,1,0-24,2010-10-03,2010,2
2000,1,0-24,2012-10-03,2012,1
2000,1,0-24,2013-10-03,2013,2
2000,1,0-24,2015-10-03,2015,1
2000,1,0-24,2016-10-03,2016,1
2000,1,0-24,2017-10-03,2017,1
2000,1,0-24,2018-10-03,2018,1
2000,1,25-44,2009-10-03,2009,4
2000,1,25-44,2010-10-03,2010,2
2000,1,25-44,2011-10-03,2011,1
2000,1,25-44,2013-10-03,2013,1
2000,1,25-44,2014-10-03,2014,3
2000,1,25-44,2015-10-03,2015,2
2000,1,25-44,2016-10-03,2016,3
2000,1,25-44,2017-10-03,2017,6
2000,1,25-44,2018-10-03,2018,1
2000,1,25-44,2019-10-03,2019,1
2000,1,45-64,2009-10-03,2009,16
2000,1,45-64,2010-10-03,2010,10
2000,1,45-64,2011-10-03,2011,17
2000,1,45-64,2012-10-03,2012,13
2000,1,45-64,2013-10-03,2013,13
2000,1,45-64,2014-10-03,2014,16
2000,1,45-64,2015-10-03,2015,1
2000,1,45-64,2016-10-03,2016,15
2000,1,45-64,2017-10-03,2017,11
2000,1,45-64,2018-10-03,2018,7
2000,1,45-64,2019-10-03,2019,11
2000,1,65-74,2009-10-03,2009,10
2000,1,65-74,2010-10-03,2010,13
2000,1,65-74,2011-10-03,2011,13
2000,1,65-74,2012-10-03,2012,14
2000,1,65-74,2013-10-03,2013,13
2000,1,65-74,2014-10-03,2014,19
2000,1,65-74,2015-10-03,2015,12
2000,1,65-74,2016-10-03,2016,12
2000,1,65-74,2017-10-03,2017,18
2000,1,65-74,2018-10-03,2018,19
2000,1,65-74,2019-10-03,2019,17
2000,1,75-84,2009-10-03,2009,29
2000,1,75-84,2010-10-03,2010,27
2000,1,75-84,2011-10-03,2011,20
2000,1,75-84,2012-10-03,2012,29
2000,1,75-84,2013-10-03,2013,38
2000,1,75-84,2014-10-03,2014,25
2000,1,75-84,2015-10-03,2015,28
2000,1,75-84,2016-10-03,2016,22
2000,1,75-84,2017-10-03,2017,20
2000,1,75-84,2018-10-03,2018,30
2000,1,75-84,2019-10-03,2019,20
2000,1,85+,2009-10-03,2009,14
2000,1,85+,2010-10-03,2010,17
2000,1,85+,2011-10-03,2011,21
2000,1,85+,2012-10-03,2012,20
2000,1,85+,2013-10-03,2013,23
2000,1,85+,2014-10-03,2014,21
2000,1,85+,2015-10-03,2015,19
2000,1,85+,2016-10-03,2016,26
2000,1,85+,2017-10-03,2017,32
2000,1,85+,2018-10-03,2018,37
2000,1,85+,2019-10-03,2019,29
2000,2,0-24,2011-10-03,2011,3
2000,2,0-24,2012-10-03,2012,2
2000,2,0-24,2013-10-03,2013,1
2000,2,0-24,2016-10-03,2016,1
2000,2,0-24,2017-10-03,2017,1
2000,2,25-44,2009-10-03,2009,2
2000,2,25-44,2011-10-03,2011,2
2000,2,25-44,2012-10-03,2012,1
2000,2,25-44,2013-10-03,2013,2
2000,2,25-44,2014-10-03,2014,2
2000,2,25-44,2016-10-03,2016,2
2000,2,25-44,2017-10-03,2017,6
2000,2,25-44,2018-10-03,2018,1
2000,2,25-44,2019-10-03,2019,1
2000,2,45-64,2009-10-03,2009,7
2000,2,45-64,2010-10-03,2010,9
2000,2,45-64,2011-10-03,2011,5
2000,2,45-64,2012-10-03,2012,6
2000,2,45-64,2013-10-03,2013,8
2000,2,45-64,2014-10-03,2014,9
2000,2,45-64,2015-10-03,2015,7
2000,2,45-64,2016-10-03,2016,8
2000,2,45-64,2017-10-03,2017,8
2000,2,45-64,2018-10-03,2018,7
2000,2,45-64,2019-10-03,2019,8
2000,2,65-74,2009-10-03,2009,9
2000,2,65-74,2010-10-03,2010,9
2000,2,65-74,2011-10-03,2011,8
2000,2,65-74,2012-10-03,2012,10
2000,2,65-74,2013-10-03,2013,8
2000,2,65-74,2014-10-03,2014,6
2000,2,65-74,2015-10-03,2015,7
2000,2,65-74,2016-10-03,2016,7
2000,2,65-74,2017-10-03,2017,8
2000,2,65-74,2018-10-03,2018,6
2000,2,65-74,2019-10-03,2019,13
2000,2,75-84,2009-10-03,2009,28
2000,2,75-84,2010-10-03,2010,25
2000,2,75-84,2011-10-03,2011,23
2000,2,75-84,2012-10-03,2012,21
2000,2,75-84,2013-10-03,2013,21
2000,2,75-84,2014-10-03,2014,19
2000,2,75-84,2015-10-03,2015,18
2000,2,75-84,2016-10-03,2016,23
2000,2,75-84,2017-10-03,2017,17
2000,2,75-84,2018-10-03,2018,18
2000,2,75-84,2019-10-03,2019,20
2000,2,85+,2009-10-03,2009,30
2000,2,85+,2010-10-03,2010,29
2000,2,85+,2011-10-03,2011,37
2000,2,85+,2012-10-03,2012,39
2000,2,85+,2013-10-03,2013,45
2000,2,85+,2014-10-03,2014,36
2000,2,85+,2015-10-03,2015,39
2000,2,85+,2016-10-03,2016,31
2000,2,85+,2017-10-03,2017,39
2000,2,85+,2018-10-03,2018,44
2000,2,85+,2019-10-03,2019,47
3000,1,0-24,2009-10-03,2009,1
3000,1,0-24,2010-10-03,2010,4
3000,1,0-24,2012-10-03,2012,1
3000,1,0-24,2013-10-03,2013,1
3000,1,0-24,2017-10-03,2017,1
3000,1,0-24,2018-10-03,2018,2
3000,1,25-44,2009-10-03,2009,2
3000,1,25-44,2010-10-03,2010,4
3000,1,25-44,2011-10-03,2011,3
3000,1,25-44,2012-10-03,2012,1
3000,1,25-44,2013-10-03,2013,3
3000,1,25-44,2014-10-03,2014,1
3000,1,25-44,2015-10-03,2015,2
3000,1,25-44,2016-10-03,2016,4
3000,1,25-44,2018-10-03,2018,1
3000,1,25-44,2019-10-03,2019,3
3000,1,45-64,2009-10-03,2009,9
3000,1,45-64,2010-10-03,2010,9
3000,1,45-64,2011-10-03,2011,10
3000,1,45-64,2012-10-03,2012,6
3000,1,45-64,2013-10-03,2013,10
3000,1,45-64,2014-10-03,2014,6
3000,1,45-64,2015-10-03,2015,9
3000,1,45-64,2016-10-03,2016,9
3000,1,45-64,2017-10-03,2017,12
3000,1,45-64,2018-10-03,2018,9
3000,1,45-64,2019-10-03,2019,12
3000,1,65-74,2009-10-03,2009,3
3000,1,65-74,2010-10-03,2010,9
3000,1,65-74,2011-10-03,2011,9
3000,1,65-74,2012-10-03,2012,11
3000,1,65-74,2013-10-03,2013,10
3000,1,65-74,2014-10-03,2014,9
3000,1,65-74,2015-10-03,2015,8
3000,1,65-74,2016-10-03,2016,9
3000,1,65-74,2017-10-03,2017,9
3000,1,65-74,2018-10-03,2018,14
3000,1,65-74,2019-10-03,2019,11
3000,1,75-84,2009-10-03,2009,16
3000,1,75-84,2010-10-03,2010,16
3000,1,75-84,2011-10-03,2011,14
3000,1,75-84,2012-10-03,2012,17
3000,1,75-84,2013-10-03,2013,15
3000,1,75-84,2014-10-03,2014,14
3000,1,75-84,2015-10-03,2015,13
3000,1,75-84,2016-10-03,2016,11
3000,1,75-84,2017-10-03,2017,9
3000,1,75-84,2018-10-03,2018,17
3000,1,75-84,2019-10-03,2019,13
3000,1,85+,2009-10-03,2009,10
3000,1,85+,2010-10-03,2010,15
3000,1,85+,2011-10-03,2011,13
3000,1,85+,2012-10-03,2012,16
3000,1,85+,2013-10-03,2013,9
3000,1,85+,2014-10-03,2014,14
3000,1,85+,2015-10-03,2015,7
3000,1,85+,2016-10-03,2016,7
3000,1,85+,2017-10-03,2017,17
3000,1,85+,2018-10-03,2018,18
3000,1,85+,2019-10-03,2019,12
3000,2,0-24,2009-10-03,2009,1
3000,2,0-24,2011-10-03,2011,1
3000,2,0-24,2013-10-03,2013,1
3000,2,0-24,2017-10-03,2017,1
3000,2,25-44,2009-10-03,2009,1
3000,2,25-44,2012-10-03,2012,4
3000,2,25-44,2013-10-03,2013,1
3000,2,25-44,2014-10-03,2014,1
3000,2,25-44,2015-10-03,2015,2
3000,2,25-44,2016-10-03,2016,1
3000,2,25-44,2018-10-03,2018,1
3000,2,25-44,2019-10-03,2019,2
3000,2,45-64,2009-10-03,2009,5
3000,2,45-64,2010-10-03,2010,1
3000,2,45-64,2011-10-03,2011,4
3000,2,45-64,2012-10-03,2012,5
3000,2,45-64,2013-10-03,2013,4
3000,2,45-64,2014-10-03,2014,5
3000,2,45-64,2015-10-03,2015,7
3000,2,45-64,2016-10-03,2016,4
3000,2,45-64,2017-10-03,2017,6
3000,2,45-64,2018-10-03,2018,7
3000,2,45-64,2019-10-03,2019,8
3000,2,65-74,2009-10-03,2009,3
3000,2,65-74,2010-10-03,2010,4
3000,2,65-74,2011-10-03,2011,9
3000,2,65-74,2012-10-03,2012,8
3000,2,65-74,2013-10-03,2013,3
3000,2,65-74,2014-10-03,2014,8
3000,2,65-74,2015-10-03,2015,12
3000,2,65-74,2016-10-03,2016,6
3000,2,65-74,2017-10-03,2017,12
3000,2,65-74,2018-10-03,2018,10
3000,2,65-74,2019-10-03,2019,7
3000,2,75-84,2009-10-03,2009,14
3000,2,75-84,2010-10-03,2010,14
3000,2,75-84,2011-10-03,2011,15
3000,2,75-84,2012-10-03,2012,10
3000,2,75-84,2013-10-03,2013,12
3000,2,75-84,2014-10-03,2014,12
3000,2,75-84,2015-10-03,2015,14
3000,2,75-84,2016-10-03,2016,11
3000,2,75-84,2017-10-03,2017,11
3000,2,75-84,2018-10-03,2018,12
3000,2,75-84,2019-10-03,2019,8
3000,2,85+,2009-10-03,2009,11
3000,2,85+,2010-10-03,2010,14
3000,2,85+,2011-10-03,2011,22
3000,2,85+,2012-10-03,2012,18
3000,2,85+,2013-10-03,2013,19
3000,2,85+,2014-10-03,2014,26
3000,2,85+,2015-10-03,2015,28
3000,2,85+,2016-10-03,2016,22
3000,2,85+,2017-10-03,2017,21
3000,2,85+,2018-10-03,2018,20
3000,2,85+,2019-10-03,2019,20
4000,1,0-24,2011-10-03,2011,1
4000,1,0-24,2016-10-03,2016,1
4000,1,0-24,2018-10-03,2018,1
4000,1,25-44,2010-10-03,2010,1
4000,1,25-44,2011-10-03,2011,2
4000,1,25-44,2012-10-03,2012,1
4000,1,25-44,2013-10-03,2013,1
4000,1,25-44,2014-10-03,2014,1
4000,1,25-44,2015-10-03,2015,2
4000,1,45-64,2009-10-03,2009,1
4000,1,45-64,2010-10-03,2010,2
4000,1,45-64,2011-10-03,2011,3
4000,1,45-64,2014-10-03,2014,3
4000,1,45-64,2015-10-03,2015,2
4000,1,45-64,2016-10-03,2016,2
4000,1,45-64,2017-10-03,2017,3
4000,1,45-64,2018-10-03,2018,2
4000,1,45-64,2019-10-03,2019,2
4000,1,65-74,2009-10-03,2009,2
